臺南市白河區竹門里,84,80,69,60,-20
臺南市麻豆區埤頭里,147,237,224,217,-20
臺南市楠西區灣丘里,129,113,105,93,-20
臺南市將軍區平沙里,98,94,85,74,-20
臺南市安南區四草里,296,275,264,254,-21
臺南市將軍區忠嘉里,,235,230,214,-21
臺南市安南區安西里,622,627,617,606,-21
臺南市下營區宅內里,109,165,159,144,-21
臺南市永康區中興里,418,385,371,364,-21
臺南市安南區青草里,209,189,185,168,-21
臺南市南化區東和里,69,64,51,43,-21
臺南市永康區龍埔里,,1050,1012,1029,-21
臺南市善化區光文里,1157,1153,1146,1131,-22
臺南市鹽水區坔頭港里,,110,91,88,-22
臺南市北門區三光里,146,138,133,116,-22
臺南市南　區國宅里,310,299,288,277,-22
臺南市楠西區鹿田里,85,85,72,63,-22
臺南市佳里區佳興里,,178,165,156,-22
臺南市東　區圍下里,299,300,286,278,-22
臺南市南　區新興里,291,270,268,248,-22
臺南市七股區三股里,126,118,106,96,-22
臺南市安南區海東里,957,959,979,937,-22
臺南市下營區仁里里,353,229,213,207,-22
臺南市南　區喜北里,298,275,271,252,-23
臺南市新營區民權里,465,460,459,437,-23
臺南市新營區埤寮里,233,243,237,220,-23
臺南市麻豆區中興里,272,254,260,231,-23
臺南市東　區泉南里,597,577,584,554,-23
臺南市學甲區大灣里,92,90,80,67,-23
臺南市楠西區東勢里,257,236,217,212,-24
臺南市南　區田寮里,328,335,322,311,-24
臺南市白河區大竹里,175,162,157,138,-24
臺南市下營區賀建里,132,146,125,122,-24
臺南市東　區大福里,165,160,148,136,-24
臺南市後壁區竹新里,137,127,116,103,-24
臺南市山上區明和里,179,169,150,145,-24
臺南市麻豆區興農里,249,245,225,221,-24
臺南市南　區永寧里,221,201,188,176,-25
臺南市六甲區七甲里,130,232,217,207,-25
臺南市六甲區水林里,310,295,283,270,-25
臺南市新市區永就里,550,564,567,539,-25
臺南市安定區港尾里,238,223,208,198,-25
臺南市官田區官田里,196,184,166,159,-25
臺南市新營區太北里,191,191,181,166,-25
臺南市新營區永平里,,276,252,251,-25
臺南市安平區金城里,238,247,222,221,-26
臺南市東　區裕聖里,1509,1512,1519,1486,-26
臺南市歸仁區歸仁里,344,328,311,302,-26
臺南市南　區再興里,280,266,259,240,-26
臺南市新化區太平里,620,633,637,606,-27
臺南市永康區北興里,,1159,1151,1132,-27
臺南市仁德區上崙里,881,942,955,915,-27
臺南市北　區振興里,158,164,150,137,-27
臺南市歸仁區七甲里,477,460,445,433,-27
臺南市南化區北寮里,102,105,98,78,-27
臺南市官田區東西庄里,,177,162,149,-28
臺南市學甲區光華里,132,122,116,94,-28
臺南市中西區五條港里,,164,160,136,-28
臺南市永康區塩洲里,1038,1009,989,981,-28
臺南市中西區西賢里,683,646,649,618,-28
臺南市佳里區下營里,,154,145,126,-28
臺南市東山區東山里,152,148,127,120,-28
臺南市北　區大興里,,310,302,281,-29
臺南市東　區文聖里,1247,1278,1251,1249,-29
臺南市東山區東原里,215,196,184,167,-29
臺南市白河區昇安里,158,150,138,121,-29
臺南市安南區梅花里,606,629,596,600,-29
臺南市東　區小東里,745,742,744,713,-29
臺南市關廟區花園里,,430,411,400,-30
臺南市北門區慈安里,72,78,57,48,-30
臺南市仁德區二行里,263,257,226,227,-30
臺南市將軍區長沙里,145,130,119,100,-30
臺南市歸仁區南興里,825,814,779,784,-30
臺南市北　區立人里,,393,379,363,-30
臺南市麻豆區油車里,589,569,557,538,-31
臺南市東　區崇學里,399,417,406,386,-31
臺南市麻豆區謝厝寮里,,182,167,151,-31
臺南市永康區王行里,430,416,401,385,-31
臺南市南　區喜東里,316,289,275,258,-31
臺南市官田區隆田里,258,257,244,226,-31
臺南市東　區東安里,206,222,213,190,-32
臺南市鹽水區水秀里,213,217,206,185,-32
臺南市北　區正覺里,303,284,274,252,-32
臺南市歸仁區媽廟里,255,248,230,216,-32
臺南市仁德區一甲里,367,368,351,336,-32
臺南市將軍區鯤鯓里,150,156,139,124,-32
臺南市東　區後甲里,449,438,428,405,-33
臺南市東　區忠孝里,376,373,344,340,-33
臺南市官田區渡拔里,,224,213,191,-33
臺南市麻豆區新興里,,273,239,240,-33
臺南市北　區東興里,361,388,370,353,-35
臺南市學甲區仁得里,445,436,417,400,-36
臺南市關廟區東勢里,398,371,354,335,-36
臺南市安南區安東里,346,348,329,312,-36
臺南市安平區億載里,603,586,567,550,-36
臺南市歸仁區辜厝里,484,464,433,427,-37
臺南市仁德區保安里,393,374,362,337,-37
臺南市北　區北華里,,376,366,338,-38
臺南市安南區城中里,181,179,160,141,-38
臺南市關廟區五甲里,408,383,370,345,-38
臺南市南　區新昌里,223,218,187,180,-38
臺南市東山區南勢里,129,122,102,84,-38
臺南市南　區大忠里,455,436,409,398,-38
臺南市南　區同安里,337,343,306,304,-39
臺南市永康區成功里,200,224,217,185,-39
臺南市新化區護國里,244,315,307,276,-39
臺南市新化區豐榮里,557,542,512,503,-39
臺南市安南區溪頂里,927,936,904,896,-40
臺南市學甲區新達里,232,217,205,177,-40
臺南市善化區坐駕里,1051,1068,1048,1028,-40
臺南市東　區莊敬里,684,669,647,629,-40
臺南市北　區長勝里,,375,354,334,-41
臺南市新營區南紙里,513,468,446,427,-41
臺南市南　區鹽埕里,,389,371,348,-41
臺南市新化區武安里,235,363,341,322,-41
臺南市安平區建平里,1094,1116,1102,1075,-41
臺南市六甲區甲東里,373,363,348,322,-41
臺南市永康區龍潭里,1906,1085,1076,1044,-41
臺南市南　區開南里,717,710,691,668,-42
臺南市安南區原佃里,329,335,305,293,-42
臺南市六甲區二甲里,476,478,466,436,-42
臺南市南　區明興里,441,412,406,370,-42
臺南市北　區大豐里,547,529,503,486,-43
臺南市南　區佛壇里,468,449,413,406,-43
臺南市東　區仁和里,532,527,479,484,-43
臺南市歸仁區許厝里,524,510,498,467,-43
臺南市安平區怡平里,677,622,609,579,-43
臺南市北　區元寶里,682,671,672,628,-43
臺南市新市區新市里,391,434,414,391,-43
臺南市北　區永祥里,301,319,296,276,-43
臺南市仁德區文賢里,,246,216,202,-44
臺南市北　區小北里,,439,410,395,-44
臺南市北　區合興里,,357,325,313,-44
臺南市南　區郡南里,459,459,431,415,-44
臺南市新營區南興里,279,258,230,214,-44
臺南市南　區松安里,275,259,250,215,-44
臺南市東　區崇信里,623,571,549,526,-45
臺南市柳營區旭山里,210,189,156,144,-45
臺南市安南區佃東里,519,527,513,481,-46
臺南市白河區詔豐里,,213,190,167,-46
臺南市南　區建南里,652,655,620,608,-47
臺南市安南區長安里,745,776,757,729,-47
臺南市東　區崇成里,765,756,730,708,-48
臺南市新化區協興里,496,472,444,423,-49
臺南市東　區大同里,276,264,251,215,-49
臺南市安南區安富里,1194,1216,1247,1167,-49
臺南市新營區民生里,440,435,406,386,-49
臺南市安南區溪墘里,660,660,650,610,-50
臺南市安平區華平里,643,595,566,545,-50
臺南市中西區南廠里,,379,365,329,-50
臺南市北　區文元里,1664,877,906,827,-50
臺南市南　區文南里,624,575,550,524,-51
臺南市中西區藥王里,443,321,321,269,-52
臺南市南　區明亮里,494,474,447,422,-52
臺南市北　區文成里,608,487,459,435,-52
臺南市安南區溪北里,441,408,386,356,-52
臺南市安南區理想里,752,722,709,670,-52
臺南市新營區民榮里,627,620,597,568,-52
臺南市南　區大恩里,364,344,321,291,-53
臺南市北　區和順里,1167,806,808,752,-54
臺南市歸仁區文化里,578,573,544,519,-54
臺南市永康區五王里,814,788,795,733,-55
臺南市七股區大埕里,353,506,470,450,-56
臺南市安平區平安里,454,399,362,343,-56
臺南市安南區大安里,504,501,492,443,-58
臺南市安平區育平里,1421,1452,1420,1394,-58
